code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300208,青岛中程,电气设备,山东,42.14,6.4,7.49,53.1,40.08,1.13,2.08,0.28,0.034,2.34,2.44,20110426,8.33,1.11,-52.39,496.78,27.88,23.0,23037.0
603682,锦和商业,房产服务,上海,29.83,0.95,4.73,12.9,2.75,0.09,0.06,0.01,0.11,3.41,3.19,20200421,4.55,0.96,0.0,0.0,36.1,22.31,91230.0
603855,华荣股份,专用机械,上海,21.12,2.02,3.37,28.35,22.93,3.2,7.01,2.08,0.115,4.59,2.12,20170524,4.16,1.23,1.35,13.55,57.28,10.77,17960.0
002851,麦格米特,电气设备,深圳,43.88,3.3,4.69,46.21,36.75,3.37,4.74,1.01,0.121,4.27,4.97,20170306,10.35,2.21,-14.69,-2.38,27.07,8.59,26000.0
002887,绿茵生态,环境保护,天津,22.76,0.67,2.08,31.74,24.73,0.38,9.4,4.52,0.195,9.41,1.89,20170801,7.23,3.47,-6.17,-2.1,41.58,31.95,12325.0
002698,博实股份,化工机械,黑龙江,24.27,8.22,10.23,40.8,33.48,1.97,1.07,0.11,0.11199999999999999,2.36,4.62,20120911,10.8,1.06,38.7,30.41,45.23,23.6,26267.0
603080,新疆火炬,供气供热,新疆,31.61,0.87,1.42,15.89,4.61,7.37,4.86,3.43,0.10400000000000001,8.16,1.62,20180103,4.62,3.26,59.76,-49.8,26.17,8.27,17774.0
000960,锡业股份,小金属,云南,75.09,16.69,16.69,363.21,120.41,136.43,87.64,5.25,0.028999999999999998,7.5,1.15,20000221,18.2,1.09,4.0,-75.36,7.51,0.51,84639.0
002259,*ST升达,供气供热,四川,0.0,7.52,7.52,15.35,6.64,7.04,7.19,0.96,-0.040999999999999995,0.29,8.07,20080716,-12.96,-1.72,-52.54,-163.5,7.01,-32.18,25027.0
300797,钢研纳克,电器仪表,北京,0.0,0.62,2.48,9.89,7.96,1.11,2.81,1.13,-0.013999999999999999,2.87,5.02,20191101,1.67,0.67,0.0,0.0,26.36,-5.09,23344.0
603997,继峰股份,汽车配件,浙江,0.0,6.32,10.24,168.53,64.84,32.33,26.61,2.6,-0.047,4.45,1.68,20150302,7.36,0.72,-14.34,-179.41,13.05,-1.21,20612.0
300297,蓝盾股份,软件服务,广东,0.0,9.97,12.5,84.81,49.44,7.11,22.44,1.8,-0.031,3.04,1.33,20120315,2.49,0.2,-59.86,-157.15,33.46,-22.11,65628.0
300167,迪威迅,通信设备,深圳,0.0,3.0,3.0,9.89,7.01,0.14,3.13,1.04,-0.055999999999999994,1.72,2.68,20110125,-1.08,-0.36,-38.68,-272.09,28.99,-33.39,18600.0
300650,太龙照明,电气设备,福建,0.0,0.52,1.07,7.98,5.0,1.42,1.69,1.57,-0.044000000000000004,4.86,2.97,20170503,2.37,2.21,-40.41,-171.95,31.6,-8.27,6032.0
600100,同方股份,IT设备,北京,0.0,29.64,29.64,602.82,297.32,35.9,92.13,3.11,-0.172,5.29,1.42,19970627,31.17,1.05,-15.76,-194.56,20.26,-17.76,167431.0
300380,安硕信息,软件服务,上海,678.43,1.21,1.37,7.88,6.8,0.23,1.43,1.04,0.006999999999999999,3.1,5.8,20140128,1.2,0.87,-18.95,-69.36,47.0,1.18,18220.0
603883,老百姓,医药商业,湖南,29.0,2.68,2.87,107.29,57.31,9.07,13.74,4.79,0.69,12.67,6.26,20150423,18.78,6.55,20.34,23.01,33.08,5.98,9388.0
600490,鹏欣资源,铜,上海,0.0,16.79,22.16,94.53,46.86,18.37,32.86,1.48,-0.026000000000000002,2.88,1.21,20030626,6.95,0.31,-56.14,-235.41,4.0,-3.19,79510.0
300358,楚天科技,医疗保健,湖南,0.0,4.57,4.68,43.76,25.61,8.72,10.91,2.33,-0.057999999999999996,5.04,1.38,20140121,7.15,1.53,-36.12,-526.73,33.88,-10.37,17789.0
600030,中信证券,证券,深圳,18.89,98.15,129.27,9223.27,0.0,74.03,655.09,5.07,0.315,13.72,1.74,20030106,641.06,4.96,22.14,-4.28,0.0,31.71,611471.0
603093,南华期货,多元金融,浙江,104.97,0.7,5.8,164.23,0.0,0.25,8.61,1.49,0.054000000000000006,4.25,5.34,20190830,8.15,1.41,0.0,0.0,0.0,1.23,32376.0
300576,容大感光,染料涂料,深圳,233.51,0.59,1.2,7.0,4.91,1.39,1.36,1.13,0.067,3.93,15.86,20161220,1.97,1.64,-8.41,-16.21,31.07,8.52,25511.0
300324,旋极信息,软件服务,北京,0.0,12.23,17.53,76.51,40.34,4.16,24.42,1.39,-0.023,2.98,2.15,20120608,10.57,0.6,-38.76,-144.41,32.71,-9.5,50315.0
002142,宁波银行,银行,浙江,9.22,56.22,56.28,14389.48,0.0,63.54,187.85,3.34,0.711,16.2,1.62,20070719,446.62,7.94,33.68,18.12,0.0,36.85,87639.0
002952,亚世光电,元器件,辽宁,47.57,0.69,1.1,9.28,8.31,0.49,4.18,3.82,0.132,7.37,3.4,20190328,2.37,2.17,-26.96,-28.84,26.43,17.86,14929.0
300138,晨光生物,食品,河北,22.16,4.05,5.12,44.27,31.17,8.33,6.53,1.27,0.12,3.35,3.14,20101105,7.45,1.46,3.24,26.29,22.83,8.23,10015.0
002595,豪迈科技,专用机械,山东,18.96,5.27,8.0,67.14,40.46,17.02,5.09,0.64,0.239,6.43,2.82,20110628,33.83,4.23,7.14,22.2,28.88,17.75,16700.0
603666,亿嘉和,专用机械,江苏,74.88,0.28,0.99,15.94,13.15,0.4,6.01,6.07,0.35,12.61,8.3,20180612,5.04,5.08,38.68,-2.57,53.87,24.01,6053.0
002663,普邦股份,建筑工程,广东,0.0,12.82,17.96,72.05,51.88,2.59,19.35,1.08,-0.02,2.27,1.03,20120316,2.02,0.11,-43.77,-476.91,6.49,-11.84,97512.0
300352,北信源,软件服务,北京,573.83,10.97,14.5,27.98,19.51,0.88,3.16,0.22,0.003,1.55,4.9,20120912,4.29,0.3,0.09,28.91,76.44,4.36,100345.0
601319,中国人保,保险,北京,10.1,56.02,442.24,12046.31,0.0,254.08,75.16,0.17,0.16,4.25,1.52,20181116,1009.91,2.28,3.21,19.94,0.0,4.18,250962.0
300001,特锐德,电气设备,山东,0.0,9.4,9.98,155.79,96.8,27.88,18.44,1.85,-0.073,4.31,4.63,20091030,12.85,1.29,-26.69,-300.32,16.29,-9.25,55344.0
000996,中国中期,汽车服务,北京,270.9,3.45,3.45,6.75,0.59,0.04,0.32,0.09,0.008,1.38,5.98,20000718,0.98,0.28,-29.51,870.36,19.21,32.0,48368.0
600365,通葡股份,红黄酒,吉林,0.0,4.0,4.0,11.95,8.49,2.06,5.48,1.37,-0.002,1.65,2.13,20010115,-2.94,-0.73,-43.15,-147.66,24.45,-0.29,27422.0
002571,德力股份,玻璃,安徽,0.0,2.84,3.92,19.58,7.81,4.71,9.12,2.33,-0.008,3.66,1.29,20110412,0.37,0.09,-24.81,-192.12,22.89,-2.14,26150.0
002265,西仪股份,汽车配件,云南,0.0,3.05,3.19,13.93,6.12,5.96,5.98,1.88,-0.059000000000000004,2.89,2.65,20080806,-0.31,-0.1,-45.93,-291.64,8.24,-19.99,31273.0
002828,贝肯能源,石油开采,新疆,326.26,1.5,2.03,24.68,14.41,7.36,2.88,1.42,0.006999999999999999,4.78,1.97,20161208,4.12,2.03,35.78,259.54,19.23,0.87,22778.0
002368,太极股份,软件服务,北京,299.51,4.05,4.13,100.9,72.78,11.04,9.27,2.25,0.034,7.43,5.47,20100312,15.52,3.76,-12.44,-27.82,22.81,1.03,25469.0
300522,世名科技,染料涂料,江苏,51.86,1.21,1.81,7.13,4.79,1.34,2.58,1.43,0.057,3.65,3.23,20160705,2.96,1.64,-24.38,-29.41,43.86,17.88,9574.0
300330,华虹计通,软件服务,上海,3108.77,1.68,1.68,5.58,4.52,0.97,1.9,1.13,0.001,2.22,4.0,20120619,0.02,0.01,-64.02,48.53,22.59,0.7,12295.0
300384,三联虹普,纺织机械,北京,26.97,1.74,3.2,30.22,18.37,1.84,8.54,2.67,0.159,5.98,2.87,20140801,6.53,2.04,-18.35,0.46,42.07,26.03,15279.0
300758,七彩化学,染料涂料,辽宁,22.23,0.67,1.07,15.07,8.37,2.83,6.34,5.95,0.34600000000000003,10.91,2.82,20190222,3.7,3.46,19.84,141.13,39.06,21.0,11770.0
603808,歌力思,服饰,深圳,4.05,3.33,3.33,34.04,16.44,1.79,3.07,0.92,0.733,6.34,1.87,20150422,14.11,4.24,-34.11,173.26,66.51,59.39,17334.0
603806,福斯特,塑料,浙江,41.54,5.23,5.23,84.1,67.36,10.68,13.91,2.66,0.29600000000000004,12.32,3.99,20140905,42.24,8.08,-6.54,-28.31,21.84,10.26,9762.0
300497,富祥药业,化学制药,江西,24.01,2.25,2.89,28.79,16.24,5.51,6.38,2.21,0.31,6.03,4.62,20151222,8.01,2.77,24.39,56.88,41.85,22.82,15851.0
300603,立昂技术,通信设备,新疆,62.57,1.52,2.81,36.58,17.63,1.72,18.34,6.53,0.12,8.66,3.29,20170126,3.44,1.22,43.87,6.98,20.88,8.32,15441.0
300481,濮阳惠成,化工原料,河南,32.79,2.55,2.57,10.11,6.26,2.43,2.03,0.79,0.132,3.5,4.94,20150630,3.85,1.5,-9.77,16.57,39.91,20.55,20443.0
603696,安记食品,食品,福建,52.37,2.35,2.35,6.36,3.85,0.62,2.08,0.88,0.046,2.56,3.72,20151209,1.18,0.5,-36.13,-19.76,26.39,13.91,12074.0
603000,人民网,互联网,北京,0.0,11.06,11.06,44.46,32.98,3.38,7.92,0.72,-0.021,2.87,8.12,20120427,10.8,0.98,2.44,-1.55,39.57,-7.39,100522.0
603777,来伊份,食品,上海,19.34,3.37,3.39,27.3,18.59,5.96,9.42,2.78,0.21600000000000003,5.42,3.08,20161012,5.45,1.61,10.08,12.94,44.77,5.57,29316.0
002791,坚朗五金,其他建材,广东,730.68,1.55,3.22,48.48,36.35,6.1,10.0,3.11,0.026000000000000002,9.93,7.57,20160329,17.14,5.33,-0.15,22.78,39.33,1.03,8661.0
300221,银禧科技,塑料,广东,0.0,4.22,4.52,13.42,8.98,3.1,8.93,1.98,-0.024,2.18,2.19,20110525,-3.72,-0.82,-43.11,-105.66,14.25,-4.55,29386.0
600599,熊猫金控,多元金融,湖南,72.59,1.66,1.66,7.59,7.4,0.01,5.16,3.11,0.023,3.51,1.87,20010828,-1.17,-0.7,-43.35,-83.92,37.71,12.54,26641.0
300552,万集科技,软件服务,北京,25.69,0.56,1.1,29.86,27.03,1.29,4.2,3.82,0.76,15.77,4.82,20161021,11.34,10.31,28.98,606.53,52.23,53.75,13591.0
603939,益丰药房,医药商业,湖南,48.12,3.67,3.79,98.01,55.93,4.27,26.69,7.04,0.504,12.44,7.79,20150217,16.47,4.35,23.43,29.68,38.18,6.26,6344.0
002755,奥赛康,化学制药,北京,40.43,1.51,9.28,35.58,23.63,7.4,0.01,0.0,0.115,2.82,6.57,20150515,14.42,1.55,-36.31,-43.35,90.48,15.02,18386.0
002847,盐津铺子,食品,湖南,43.4,1.24,1.28,18.43,8.01,7.69,3.86,3.01,0.46,6.06,12.77,20170208,2.93,2.28,35.43,100.8,40.42,12.32,7312.0
300490,华自科技,电气设备,湖南,0.0,2.35,2.62,30.18,17.08,2.78,11.26,4.3,-0.055,6.69,1.26,20151231,3.42,1.31,-43.77,-490.62,39.24,-11.91,16676.0
000563,陕国投Ａ,多元金融,陕西,16.96,39.64,39.64,138.88,0.0,0.68,41.11,1.04,0.053,2.8,1.29,19940110,23.13,0.58,-25.59,-13.01,0.0,51.45,120426.0
000060,中金岭南,铅锌,深圳,22.55,35.68,35.7,205.98,69.15,72.61,15.49,0.43,0.04,3.07,1.17,19970123,52.81,1.48,47.18,-45.35,7.19,2.36,154001.0
300452,山河药辅,化学制药,安徽,37.69,1.1,1.39,8.35,4.0,3.23,0.67,0.48,0.171,3.95,6.54,20150515,3.25,2.34,8.5,22.6,34.6,19.06,10910.0
300541,先进数通,软件服务,北京,101.75,1.43,1.81,15.69,13.24,0.71,3.2,1.77,0.055,4.78,4.66,20160913,3.3,1.82,83.59,14655.23,7.44,1.58,21979.0
688178,万德斯,环境保护,江苏,101.58,0.19,0.85,14.19,12.27,0.84,6.75,7.94,0.11,12.33,3.32,20200114,2.61,3.08,0.0,0.0,38.7,12.6,7357.0
002733,雄韬股份,电气设备,深圳,68.45,3.26,3.5,43.14,28.98,4.61,12.22,3.49,0.079,6.82,3.18,20141203,7.57,2.16,-27.02,16.33,21.13,6.46,43253.0
300564,筑博设计,建筑工程,西藏,0.0,0.25,1.0,14.78,12.09,2.16,5.85,5.85,-0.122,10.28,2.58,20191108,2.86,2.86,0.0,0.0,17.14,-9.86,15614.0
300020,银江股份,软件服务,浙江,30.21,6.14,6.56,64.75,43.83,5.18,15.99,2.44,0.085,5.1,2.01,20091030,9.51,1.45,-5.92,-7.51,26.25,10.58,50621.0
002150,通润装备,机械基件,江苏,22.35,3.55,3.57,16.67,12.5,3.47,3.41,0.96,0.067,3.73,1.62,20070810,5.46,1.53,-23.37,4.65,22.91,9.19,17925.0
601901,方正证券,证券,湖南,39.33,82.32,82.32,1320.95,0.0,4.91,163.76,1.99,0.046,4.7,1.54,20110810,88.42,1.07,4.92,-35.53,0.0,19.57,207769.0
002418,*ST康盛,机械基件,浙江,0.0,9.59,11.36,35.09,17.39,10.93,4.92,0.43,-0.026000000000000002,0.51,3.53,20100601,-10.75,-0.95,-25.48,44.5,8.75,-8.37,45484.0
603519,立霸股份,家用电器,江苏,23.91,2.22,2.22,12.57,9.91,0.78,0.9,0.4,0.12,3.42,3.36,20150319,3.77,1.7,-21.41,-30.87,16.05,10.8,7338.0
300385,雪浪环境,环境保护,江苏,0.0,1.22,2.08,33.46,19.19,5.53,5.13,2.46,-0.126,5.73,2.01,20140626,4.11,1.97,-37.12,-220.97,14.97,-18.56,13493.0
300072,三聚环保,环境保护,北京,0.0,21.31,23.5,204.24,157.49,24.73,11.31,0.48,-0.035,3.94,1.08,20100427,54.46,2.32,-47.96,-878.57,9.4,-7.96,58233.0
002863,今飞凯达,汽车配件,浙江,35.28,3.77,3.77,48.12,22.62,14.95,1.4,0.37,0.034,2.69,1.8,20170418,4.53,1.2,13.82,47.8,14.67,2.16,21901.0
603516,淳中科技,通信设备,北京,566.15,0.88,1.33,9.26,6.01,0.88,5.11,3.83,0.017,6.32,6.26,20180202,2.15,1.62,-28.39,-87.35,63.04,4.62,14688.0
603003,龙宇燃油,石油贸易,上海,0.0,4.17,4.17,61.58,43.07,11.35,33.53,8.05,-0.09300000000000001,9.28,0.92,20120817,1.34,0.32,-25.97,-212.89,0.8,-2.08,19833.0
002330,得利斯,食品,山东,45.88,5.02,5.02,19.41,7.55,7.89,4.87,0.97,0.04,2.68,2.73,20100106,3.37,0.67,53.16,34.18,9.76,2.01,32559.0
000568,泸州老窖,白酒,四川,17.51,14.6,14.65,297.55,169.97,21.98,37.23,2.54,1.165,14.39,5.67,19940509,142.67,9.74,-14.79,12.72,86.85,48.06,96493.0
600602,云赛智联,软件服务,上海,109.0,10.33,13.68,57.22,49.25,2.26,14.97,1.09,0.017,3.03,2.42,19901219,9.06,0.66,-10.71,-47.86,17.97,2.41,100964.0
600160,巨化股份,化工原料,浙江,386.85,27.45,27.45,162.93,73.44,55.72,45.49,1.66,0.004,4.67,1.44,19980626,50.48,1.84,-11.58,-96.78,6.21,0.36,81032.0
300068,南都电源,电气设备,浙江,44.07,8.25,8.8,135.09,72.56,37.74,39.23,4.46,0.062,7.42,1.48,20100421,16.3,1.85,-17.6,-73.27,16.05,3.72,45250.0
300245,天玑科技,软件服务,上海,196.71,3.08,3.13,15.85,10.83,2.18,6.8,2.17,0.012,4.62,1.98,20110719,3.8,1.21,-9.22,-48.52,31.0,5.2,25968.0
002079,苏州固锝,半导体,江苏,146.35,7.26,7.28,21.68,15.12,4.54,3.19,0.44,0.018000000000000002,2.38,4.37,20061116,5.55,0.76,-22.98,-25.4,14.11,3.96,91644.0
603303,得邦照明,家用电器,浙江,15.78,4.88,4.88,39.46,30.18,3.11,8.42,1.73,0.145,5.59,1.64,20170330,13.87,2.84,-6.15,68.29,20.11,8.49,20235.0
603085,天成自控,汽车配件,浙江,133.98,2.91,2.91,24.4,10.71,6.54,4.46,1.53,0.011000000000000001,2.47,2.48,20150630,-0.48,-0.17,-28.77,-85.53,23.82,1.26,17758.0
002195,二三四五,软件服务,上海,43.2,56.44,57.7,114.29,67.55,1.34,4.56,0.08,0.018000000000000002,1.78,1.72,20071212,39.14,0.68,-73.26,-76.84,90.7,29.33,266646.0
688169,石头科技,家用电器,北京,49.69,0.16,0.67,63.7,58.46,0.66,49.04,73.57,2.26,89.7,4.18,20200221,9.79,14.68,0.0,0.0,45.53,20.58,12082.0
601168,西部矿业,铜,青海,46.41,23.83,23.83,446.06,159.93,131.02,54.11,2.27,0.03,4.24,1.3,20070712,15.35,0.64,-23.1,-70.75,11.49,1.17,158096.0
600716,凤凰股份,区域地产,江苏,0.0,9.36,9.36,86.32,49.94,0.21,14.8,1.58,-0.038,6.58,0.56,19960702,17.26,1.84,-90.9,-232.42,34.56,-71.3,32878.0
002713,东易日盛,装修装饰,北京,0.0,4.01,4.2,27.47,14.06,5.27,4.25,1.01,-0.556,1.16,5.3,20140219,-4.91,-1.17,-75.69,-192.68,34.17,-120.43,17824.0
002023,海特高新,航空,四川,0.0,6.59,7.57,71.86,19.24,32.93,18.84,2.49,-0.063,4.64,3.18,20040721,7.07,0.93,9.15,-221.65,41.44,-29.34,101037.0
000509,*ST华塑,其他建材,四川,0.0,8.25,8.25,1.42,0.79,0.14,2.51,0.3,-0.009000000000000001,-0.13,-9.67,19930507,-12.09,-1.46,-30.52,-149.44,27.06,-69.41,50000.0
002684,*ST猛狮,电气设备,广东,0.0,4.38,5.67,76.7,31.99,21.74,20.52,3.62,-0.354,-0.16,-33.94,20120612,-27.36,-4.82,-15.47,-8.72,18.03,-111.02,22170.0
002724,海洋王,半导体,深圳,82.7,3.32,7.2,23.2,18.11,4.03,0.56,0.08,0.019,2.92,2.11,20141104,12.2,1.69,-23.68,-36.18,66.07,6.97,19691.0
603319,湘油泵,汽车配件,湖南,14.67,1.05,1.05,19.38,10.68,5.23,1.91,1.82,0.337,7.99,2.48,20161130,5.03,4.79,-6.85,7.29,28.73,14.93,7921.0
300112,万讯自控,电器仪表,深圳,0.0,2.12,2.86,12.3,6.32,1.96,4.88,1.71,-0.016,3.49,2.13,20100827,2.14,0.75,-33.6,-142.08,52.09,-4.96,21873.0
002618,丹邦科技,元器件,深圳,0.0,5.48,5.48,25.13,4.94,12.87,7.15,1.3,-0.008,3.18,2.92,20110920,4.35,0.79,-36.53,-289.63,25.77,-10.05,28528.0
300514,友讯达,通信设备,深圳,0.0,1.53,2.0,10.63,9.12,0.2,1.14,0.57,-0.022000000000000002,2.84,3.93,20170426,2.23,1.11,-31.12,37.63,21.61,-6.05,13690.0
601808,中海油服,石油开采,天津,13.63,29.6,47.72,761.88,231.98,457.42,123.66,2.59,0.239,7.95,1.64,20070928,183.36,3.84,38.27,3581.3,31.42,13.95,67994.0
601801,皖新传媒,出版业,安徽,11.26,19.89,19.89,141.59,105.58,3.59,24.46,1.23,0.11,5.31,0.93,20100118,49.86,2.51,-27.46,-24.03,24.15,12.47,26189.0
601360,三六零,互联网,天津,87.4,11.93,67.64,335.11,222.37,4.15,59.15,0.87,0.053,4.26,4.37,20120116,139.95,2.07,-16.74,-44.42,58.6,15.99,114816.0
300264,佳创视讯,通信设备,深圳,0.0,3.22,4.13,4.58,3.37,0.09,0.96,0.23,-0.019,0.73,6.83,20110916,-1.53,-0.37,-13.34,32.17,23.45,-28.11,25793.0
300201,海伦哲,专用机械,江苏,389.39,9.09,10.41,34.74,21.2,4.14,0.98,0.09,0.002,1.57,2.37,20110407,4.57,0.44,45.52,115.8,23.11,0.75,34082.0
002586,*ST围海,建筑工程,浙江,0.0,8.87,11.44,86.69,46.92,3.59,33.23,2.9,-0.02,3.23,0.58,20110602,-9.0,-0.79,-60.49,-176.12,7.17,-7.88,18355.0
000701,厦门信达,综合类,福建,262.21,4.07,4.07,233.07,184.99,14.9,17.44,4.29,-0.08,0.46,9.52,19970226,-21.27,-5.23,-30.45,37.81,2.05,0.01,41484.0
000037,深南电A,火力发电,深圳,0.0,3.39,6.03,32.25,16.55,13.56,3.63,0.6,-0.023,3.3,3.57,19940701,6.93,1.15,49.51,50.58,2.73,-6.13,24315.0
300250,初灵信息,软件服务,浙江,0.0,1.52,2.2,11.82,5.5,1.55,8.15,3.7,-0.047,4.64,2.95,20110803,-0.11,-0.05,-66.53,-198.81,59.28,-24.99,24800.0
603177,德创环保,环境保护,浙江,0.0,2.02,2.02,12.91,10.37,1.22,1.16,0.57,-0.092,2.55,3.17,20170207,1.57,0.78,-54.95,-85.07,24.14,-40.75,17679.0
002499,*ST科林,环境保护,江苏,0.0,1.89,1.89,8.82,6.57,1.73,3.51,1.86,-0.086,0.19,19.63,20101109,-5.29,-2.8,-34.28,-23.72,50.57,-247.42,12325.0
300308,中际旭创,通信设备,山东,76.52,3.99,7.13,110.16,63.42,21.6,50.77,7.12,0.2,9.95,6.63,20120410,14.47,2.03,51.44,54.43,24.94,11.59,20724.0
002383,合众思壮,通信设备,北京,0.0,5.23,7.45,81.77,44.07,5.15,24.78,3.33,-0.18,3.75,2.65,20100402,-4.38,-0.59,-15.06,-329.11,52.52,-47.88,42450.0
603185,上机数控,机床制造,江苏,29.28,0.45,1.78,30.54,16.76,6.31,8.98,5.04,0.35100000000000003,9.95,4.13,20181228,6.43,3.61,261.59,48.43,24.31,14.35,8662.0
300281,金明精机,专用机械,广东,98.34,3.21,4.19,14.94,9.11,2.23,4.95,1.18,0.019,2.95,2.53,20111229,2.84,0.68,-21.86,7.69,22.67,9.12,10416.0
600875,东方电气,电气设备,四川,18.46,19.97,31.19,882.7,691.07,51.19,113.17,3.63,0.127,9.57,0.98,19951010,146.21,4.69,4.37,11.9,17.36,5.0,113467.0
603038,华立股份,装修装饰,广东,0.0,1.31,1.32,13.55,6.35,3.3,2.85,2.16,-0.152,8.04,1.63,20170116,5.98,4.54,-23.9,-277.13,16.56,-18.78,6166.0
002545,东方铁塔,农药化肥,山东,55.74,10.32,12.44,122.7,40.45,26.13,46.13,3.71,0.037000000000000005,6.17,1.32,20110211,14.09,1.13,33.67,101.11,26.6,8.65,27320.0
603020,爱普股份,食品,上海,23.62,3.2,3.2,26.52,19.86,2.9,8.02,2.51,0.106,6.67,1.5,20150325,8.85,2.77,-5.64,15.81,17.13,5.84,23721.0
601888,中国国旅,旅游服务,北京,0.0,19.52,19.52,299.33,212.84,16.0,38.52,1.97,-0.062,10.17,9.12,20091015,127.92,6.55,-44.23,-105.21,42.55,-1.57,63581.0
002444,巨星科技,轻工机械,浙江,14.83,10.12,10.75,111.67,50.29,10.78,20.36,1.89,0.16899999999999998,7.12,1.41,20100713,40.31,3.75,-9.59,18.99,34.36,13.75,56744.0
300671,富满电子,半导体,深圳,151.82,0.79,1.42,11.22,8.13,2.55,2.19,1.54,0.047,4.22,6.7,20170705,2.19,1.54,-10.07,83.04,21.78,6.56,18470.0
002948,青岛银行,银行,山东,10.22,6.05,45.1,3891.33,0.0,27.93,83.38,1.85,0.12300000000000001,5.09,0.99,20190116,30.84,0.68,37.6,9.41,0.0,19.03,86434.0
603959,百利科技,建筑工程,湖南,0.0,4.39,4.39,26.3,19.34,0.42,0.54,0.12,-0.03,1.0,6.94,20160517,-1.13,-0.26,-50.07,-135.66,11.51,-11.65,20340.0
000920,南方汇通,环境保护,贵州,0.0,4.22,4.22,21.55,10.1,5.67,0.0,0.0,-0.006,2.59,2.19,19990616,6.05,1.43,-33.28,-109.69,35.23,-1.65,25450.0
603115,海星股份,元器件,江苏,36.76,0.52,2.08,16.23,12.58,2.9,4.55,2.19,0.12,6.23,2.84,20190809,5.83,2.8,-7.82,-24.63,23.88,10.81,17515.0
601699,潞安环能,煤炭开采,山西,6.12,29.91,29.91,740.13,266.58,323.11,15.18,0.51,0.23199999999999998,8.71,0.65,20060922,147.13,4.92,-10.36,-23.29,37.58,12.5,73094.0
002350,北京科锐,电气设备,北京,0.0,4.88,4.93,32.1,19.71,6.85,7.95,1.61,-0.09300000000000001,3.5,1.62,20100203,4.53,0.92,-58.77,-743.76,20.27,-21.47,34777.0
600343,航天动力,航空,陕西,0.0,6.38,6.38,40.3,28.09,7.7,11.68,1.83,-0.025,3.26,2.52,20030408,2.25,0.35,-44.78,-548.15,12.57,-8.01,80193.0
600590,泰豪科技,电气设备,江西,103.37,8.44,8.66,132.43,94.06,6.83,24.74,2.86,0.013999999999999999,4.61,1.24,20020703,6.42,0.74,-46.07,-78.42,22.35,1.79,43681.0
300198,纳川股份,塑料,福建,245.51,8.52,10.32,33.14,11.09,3.41,0.63,0.06,0.004,1.36,2.79,20110407,2.43,0.24,-46.72,-32.43,18.5,3.6,28365.0
002758,华通医药,医药商业,浙江,146.18,1.75,2.1,15.04,10.3,3.07,1.41,0.67,0.018000000000000002,3.01,3.58,20150527,2.31,1.1,-20.02,-38.05,16.08,1.16,14870.0
300672,国科微,半导体,湖南,0.0,1.1,1.8,18.31,9.06,0.69,6.84,3.79,-0.19399999999999998,6.25,7.71,20170712,2.03,1.13,50.82,-934.01,40.55,-70.67,16636.0
603043,广州酒家,食品,广东,246.81,1.26,4.04,28.96,16.72,6.55,5.73,1.42,0.03,5.45,5.47,20170627,10.32,2.56,0.14,-73.17,42.47,2.29,14365.0
600138,中青旅,旅游服务,北京,0.0,7.24,7.24,163.39,68.35,40.34,17.53,2.42,-0.273,8.83,1.15,19971203,37.34,5.16,-52.76,-408.57,11.88,-16.46,74799.0
603356,华菱精工,机械基件,安徽,178.2,0.9,1.33,13.38,8.73,2.93,3.12,2.34,0.024,5.52,3.11,20180124,2.74,2.06,-12.39,-74.2,14.72,1.57,11236.0
300700,岱勒新材,矿物制品,湖南,118.26,0.45,0.82,11.35,5.98,3.39,2.39,2.91,0.034,5.97,2.66,20170912,1.44,1.75,3.03,164.94,18.78,4.65,11621.0
300123,亚光科技,半导体,湖南,99.13,5.78,10.08,77.38,31.59,10.12,32.74,3.25,0.031,4.97,2.44,20100928,7.14,0.71,52.79,-23.32,22.46,7.01,48842.0
002736,国信证券,证券,深圳,15.61,82.0,82.0,2492.09,0.0,11.19,67.69,0.83,0.16,6.39,1.7,20141229,214.46,2.62,9.97,-24.46,0.0,34.59,110451.0
002490,山东墨龙,化工机械,山东,0.0,5.42,7.98,55.64,23.44,26.71,8.63,1.08,-0.09300000000000001,2.1,1.52,20101021,-1.72,-0.22,-52.88,-1096.09,9.7,-14.08,35127.0
300023,宝德股份,专用机械,陕西,0.0,1.44,3.16,5.8,3.52,1.41,9.68,3.06,-0.01,1.53,5.41,20091030,-8.07,-2.55,-89.64,95.05,46.55,-54.55,15821.0
300597,吉大通信,通信设备,吉林,245.95,1.78,2.4,10.75,9.6,0.59,2.13,0.89,0.012,3.36,3.42,20170123,3.17,1.32,-2.35,-4.21,19.73,3.87,28359.0
300212,易华录,软件服务,北京,109.25,5.14,5.42,133.23,91.28,4.01,15.32,2.83,0.114,6.22,8.02,20110505,12.56,2.32,5.49,-19.96,36.65,8.94,20516.0
600588,用友网络,软件服务,北京,0.0,24.93,25.03,167.3,94.01,24.74,17.86,0.71,-0.095,2.78,17.02,20010518,21.57,0.86,-13.06,-389.3,46.39,-21.84,92163.0
000520,长航凤凰,水运,湖北,601.09,10.12,10.12,6.48,2.27,4.15,19.61,1.94,0.002,0.41,9.45,19931025,-28.12,-2.78,-15.96,-87.18,9.57,1.05,87928.0
